DEST,Destination Maternity Corporation,-0.6000000238418579 0.6000000238418579,0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,0.4000000059604645 0.4000000059604645,0.0 0.0,0.0 0.0,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,-0.30000001192092896 0.30000001192092896,-0.30000001192092896 0.30000001192092896,0.699999988079071 0.699999988079071,0.30000001192092896 0.30000001192092896,0.4000000059604645 0.4000000059604645,0.699999988079071 0.699999988079071,0.4000000059604645 0.4000000059604645,0.5 0.5,0.6000000238418579 0.6000000238418579,0.30000001192092896 0.30000001192092896,-0.10000000149011612 0.10000000149011612,-0.30000001192092896 0.30000001192092896,0.5 0.5,0.0 0.0,0.30000001192092896 0.30000001192092896,0.20000000298023224 0.20000000298023224,0.30000001192092896 0.30000001192092896,0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.5 0.5,0.0 0.0,0.4000000059604645 0.4000000059604645,0.0 0.0,0.0 0.0,0.699999988079071 0.699999988079071,,
ARCP,"American Realty Capital Properties, Inc.",0.5 0.5,-0.800000011920929 0.800000011920929,-0.5 0.5,0.5 0.5,-0.6000000238418579 0.6000000238418579,0.0 0.0,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.20000000298023224 0.20000000298023224,0.4000000059604645 0.4000000059604645,-0.30000001192092896 0.30000001192092896,-0.20000000298023224 0.20000000298023224,-0.4000000059604645 0.4000000059604645,-0.6000000238418579 0.6000000238418579,-0.699999988079071 0.699999988079071,-0.5 0.5,0.4000000059604645 0.4000000059604645,-0.10000000149011612 0.10000000149011612,-0.10000000149011612 0.10000000149011612,0.699999988079071 0.699999988079071,0.0 0.0,-0.5 0.5,-0.4000000059604645 0.4000000059604645,-0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.8999999761581421 0.8999999761581421,-0.30000001192092896 0.30000001192092896,0.800000011920929 0.800000011920929,0.0 0.0,-0.4000000059604645 0.4000000059604645,0.0 0.0,0.699999988079071 0.699999988079071,-0.10000000149011612 0.10000000149011612,
OCR,Omnicare Inc.,-0.20000000298023224 0.20000000298023224,0.699999988079071 0.699999988079071,-0.20000000298023224 0.20000000298023224,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,0.6000000238418579 0.6000000238418579,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,-0.800000011920929 0.800000011920929,-0.5 0.5,-0.4000000059604645 0.4000000059604645,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.5 0.5,-0.6000000238418579 0.6000000238418579,-0.6000000238418579 0.6000000238418579,0.0 0.0,-0.800000011920929 0.800000011920929,0.0 0.0,0.30000001192092896 0.30000001192092896,0.5 0.5,0.20000000298023224 0.20000000298023224,0.0 0.0,0.10000000149011612 0.10000000149011612,0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,0.0 0.0,0.20000000298023224 0.20000000298023224,-0.699999988079071 0.699999988079071,0.0 0.0,-0.6000000238418579 0.6000000238418579,0.0 0.0,0.10000000149011612 0.10000000149011612,0.6000000238418579 0.6000000238418579,-0.30000001192092896 0.30000001192092896,
FCFS,First Cash Financial Services Inc.,0.0 0.0,-0.8999999761581421 0.8999999761581421,-0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,-0.800000011920929 0.800000011920929,-0.5 0.5,0.8999999761581421 0.8999999761581421,-0.10000000149011612 0.10000000149011612,0.0 0.0,-0.800000011920929 0.800000011920929,-0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,0.0 0.0,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,0.0 0.0,-0.6000000238418579 0.6000000238418579,-0.30000001192092896 0.30000001192092896,-0.30000001192092896 0.30000001192092896,-0.699999988079071 0.699999988079071,0.4000000059604645 0.4000000059604645,0.0 0.0,-0.8999999761581421 0.8999999761581421,-0.699999988079071 0.699999988079071,0.5 0.5,0.6000000238418579 0.6000000238418579,-0.4000000059604645 0.4000000059604645,-0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,,
LPX,Louisiana-Pacific Corp.,-0.5 0.5,0.6000000238418579 0.6000000238418579,-0.5 0.5,0.0 0.0,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.6000000238418579 0.6000000238418579,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,-0.5 0.5,0.10000000149011612 0.10000000149011612,0.30000001192092896 0.30000001192092896,-0.20000000298023224 0.20000000298023224,0.5 0.5,0.10000000149011612 0.10000000149011612,-0.8999999761581421 0.8999999761581421,-0.10000000149011612 0.10000000149011612,-0.30000001192092896 0.30000001192092896,0.0 0.0,0.0 0.0,0.30000001192092896 0.30000001192092896,0.6000000238418579 0.6000000238418579,0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,-0.30000001192092896 0.30000001192092896,-0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,0.30000001192092896 0.30000001192092896,-0.6000000238418579 0.6000000238418579,0.0 0.0,-0.699999988079071 0.699999988079071,-0.6000000238418579 0.6000000238418579,-0.699999988079071 0.699999988079071,-0.5 0.5,0.0 0.0,
DTLK,Datalink Corporation,-0.699999988079071 0.699999988079071,-0.699999988079071 0.699999988079071,-0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.30000001192092896 0.30000001192092896,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,-0.4000000059604645 0.4000000059604645,0.0 0.0,0.20000000298023224 0.20000000298023224,-0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,-0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,-0.5 0.5,-0.20000000298023224 0.20000000298023224,-0.699999988079071 0.699999988079071,-0.800000011920929 0.800000011920929,-0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.30000001192092896 0.30000001192092896,-0.6000000238418579 0.6000000238418579,-0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.4000000059604645 0.4000000059604645,-0.5 0.5,0.0 0.0,-0.5 0.5,0.0 0.0,-0.800000011920929 0.800000011920929,,,
ADS,Alliance Data Systems Corporation,-0.8999999761581421 0.8999999761581421,-0.800000011920929 0.800000011920929,0.0 0.0,-0.20000000298023224 0.20000000298023224,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,-0.30000001192092896 0.30000001192092896,-0.6000000238418579 0.6000000238418579,-0.10000000149011612 0.10000000149011612,0.5 0.5,0.10000000149011612 0.10000000149011612,-0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,0.0 0.0,0.6000000238418579 0.6000000238418579,-0.699999988079071 0.699999988079071,-0.4000000059604645 0.4000000059604645,0.30000001192092896 0.30000001192092896,-0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,0.0 0.0,-0.6000000238418579 0.6000000238418579,0.0 0.0,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,-0.6000000238418579 0.6000000238418579,0.20000000298023224 0.20000000298023224,-0.10000000149011612 0.10000000149011612
BAX,Baxter International Inc.,0.4000000059604645 0.4000000059604645,0.0 0.0,-0.30000001192092896 0.30000001192092896,-0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,0.0 0.0,-0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.0 0.0,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,0.0 0.0,0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,0.0 0.0,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,-0.5 0.5,-0.6000000238418579 0.6000000238418579,-0.4000000059604645 0.4000000059604645,0.5 0.5,-0.4000000059604645 0.4000000059604645,-0.5 0.5,-0.6000000238418579 0.6000000238418579,-0.699999988079071 0.699999988079071,-0.30000001192092896 0.30000001192092896,0.20000000298023224 0.20000000298023224,-0.4000000059604645 0.4000000059604645,-0.20000000298023224 0.20000000298023224,0.20000000298023224 0.20000000298023224
HBNC,Horizon Bancorp,-0.4000000059604645 0.4000000059604645,-0.20000000298023224 0.20000000298023224,0.20000000298023224 0.20000000298023224,0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.5 0.5,0.0 0.0,-0.4000000059604645 0.4000000059604645,0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,0.20000000298023224 0.20000000298023224,0.4000000059604645 0.4000000059604645,0.20000000298023224 0.20000000298023224,-0.8999999761581421 0.8999999761581421,0.10000000149011612 0.10000000149011612,0.699999988079071 0.699999988079071,0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.8999999761581421 0.8999999761581421,0.10000000149011612 0.10000000149011612,-0.5 0.5,-0.4000000059604645 0.4000000059604645,0.699999988079071 0.699999988079071,0.4000000059604645 0.4000000059604645,-0.6000000238418579 0.6000000238418579,0.6000000238418579 0.6000000238418579,-0.8999999761581421 0.8999999761581421,-0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,0.699999988079071 0.699999988079071,-0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.0 0.0,
STLD,Steel Dynamics Inc.,0.0 0.0,0.10000000149011612 0.10000000149011612,0.699999988079071 0.699999988079071,0.0 0.0,0.8999999761581421 0.8999999761581421,-0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.30000001192092896 0.30000001192092896,-0.5 0.5,0.5 0.5,0.6000000238418579 0.6000000238418579,-0.4000000059604645 0.4000000059604645,0.5 0.5,0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.10000000149011612 0.10000000149011612,0.0 0.0,-0.20000000298023224 0.20000000298023224,-0.8999999761581421 0.8999999761581421,0.20000000298023224 0.20000000298023224,0.800000011920929 0.800000011920929,0.5 0.5,-0.699999988079071 0.699999988079071,0.0 0.0,-0.4000000059604645 0.4000000059604645,0.20000000298023224 0.20000000298023224,-0.20000000298023224 0.20000000298023224,0.0 0.0,0.10000000149011612 0.10000000149011612,0.8999999761581421 0.8999999761581421,0.800000011920929 0.800000011920929,-0.6000000238418579 0.6000000238418579,
HSKA,Heska Corporation,-0.699999988079071 0.699999988079071,-0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,-0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,-0.5 0.5,-0.20000000298023224 0.20000000298023224,-0.6000000238418579 0.6000000238418579,0.0 0.0,0.20000000298023224 0.20000000298023224,-0.6000000238418579 0.6000000238418579,-0.5 0.5,-0.800000011920929 0.800000011920929,-0.10000000149011612 0.10000000149011612,-0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,-0.699999988079071 0.699999988079071,-0.800000011920929 0.800000011920929,-0.699999988079071 0.699999988079071,-0.6000000238418579 0.6000000238418579,-0.30000001192092896 0.30000001192092896,-0.6000000238418579 0.6000000238418579,-0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.4000000059604645 0.4000000059604645,-0.5 0.5,0.0 0.0,-0.5 0.5,0.0 0.0,-0.800000011920929 0.800000011920929,,,
RHT,"Red Hat, Inc.",0.699999988079071 0.699999988079071,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.4000000059604645 0.4000000059604645,-0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.6000000238418579 0.6000000238418579,0.5 0.5,0.30000001192092896 0.30000001192092896,-0.5 0.5,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,0.8999999761581421 0.8999999761581421,0.30000001192092896 0.30000001192092896,-0.5 0.5,-0.6000000238418579 0.6000000238418579,0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,0.699999988079071 0.699999988079071,0.20000000298023224 0.20000000298023224,-0.30000001192092896 0.30000001192092896,0.5 0.5,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,-0.30000001192092896 0.30000001192092896,0.0 0.0,0.0 0.0,-0.699999988079071 0.699999988079071,0.800000011920929 0.800000011920929,0.6000000238418579 0.6000000238418579,0.5 0.5,0.20000000298023224 0.20000000298023224,0.4000000059604645 0.4000000059604645,,
FNF,"Fidelity National Financial, Inc.",0.800000011920929 0.800000011920929,-0.20000000298023224 0.20000000298023224,-0.8999999761581421 0.8999999761581421,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.30000001192092896 0.30000001192092896,-0.20000000298023224 0.20000000298023224,-0.4000000059604645 0.4000000059604645,-0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.0 0.0,0.800000011920929 0.800000011920929,0.30000001192092896 0.30000001192092896,0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,-0.10000000149011612 0.10000000149011612,0.0 0.0,-0.800000011920929 0.800000011920929,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,-0.6000000238418579 0.6000000238418579,0.800000011920929 0.800000011920929,-0.30000001192092896 0.30000001192092896,-0.6000000238418579 0.6000000238418579,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,0.0 0.0,-0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,-0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,
BBOX,Black Box Corporation,0.800000011920929 0.800000011920929,0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.0 0.0,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,0.5 0.5,0.699999988079071 0.699999988079071,0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,0.5 0.5,-0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,0.4000000059604645 0.4000000059604645,0.0 0.0,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,0.0 0.0,-0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.30000001192092896 0.30000001192092896,0.0 0.0,-0.6000000238418579 0.6000000238418579,0.8999999761581421 0.8999999761581421,-0.800000011920929 0.800000011920929,0.0 0.0,-0.5 0.5,0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,0.800000011920929 0.800000011920929,-0.30000001192092896 0.30000001192092896,-0.5 0.5,-0.699999988079071 0.699999988079071
CFR,"Cullen/Frost Bankers, Inc.",0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.0 0.0,0.10000000149011612 0.10000000149011612,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612
MAXY,"Maxygen, Inc.",-0.20000000298023224 0.20000000298023224,0.699999988079071 0.699999988079071,-0.20000000298023224 0.20000000298023224,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,0.6000000238418579 0.6000000238418579,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,-0.800000011920929 0.800000011920929,-0.5 0.5,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,0.6000000238418579 0.6000000238418579,0.5 0.5,-0.6000000238418579 0.6000000238418579,-0.6000000238418579 0.6000000238418579,0.0 0.0,-0.800000011920929 0.800000011920929,0.0 0.0,0.30000001192092896 0.30000001192092896,0.5 0.5,0.20000000298023224 0.20000000298023224,0.0 0.0,0.10000000149011612 0.10000000149011612,0.699999988079071 0.699999988079071,0.0 0.0,0.10000000149011612 0.10000000149011612,0.20000000298023224 0.20000000298023224,-0.699999988079071 0.699999988079071,0.0 0.0,-0.5 0.5,0.10000000149011612 0.10000000149011612,0.0 0.0,-0.699999988079071 0.699999988079071,0.6000000238418579 0.6000000238418579,-0.30000001192092896 0.30000001192092896
AEY,ADDvantage Technologies Group Inc.,-0.6000000238418579 0.6000000238418579,-0.20000000298023224 0.20000000298023224,0.0 0.0,0.699999988079071 0.699999988079071,-0.5 0.5,-0.5 0.5,0.30000001192092896 0.30000001192092896,-0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.0 0.0,-0.4000000059604645 0.4000000059604645,0.800000011920929 0.800000011920929,0.20000000298023224 0.20000000298023224,-0.8999999761581421 0.8999999761581421,-0.10000000149011612 0.10000000149011612,0.0 0.0,0.10000000149011612 0.10000000149011612,-0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,0.0 0.0,-0.8999999761581421 0.8999999761581421,0.6000000238418579 0.6000000238418579,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.5 0.5,0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.30000001192092896 0.30000001192092896,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929
ARP,"Atlas Resource Partners, L.P.",0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.5 0.5,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612
VRTB,"Vestin Realty Mortgage II, Inc.",0.8999999761581421 0.8999999761581421,-0.10000000149011612 0.10000000149011612,-0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,-0.8999999761581421 0.8999999761581421,-0.699999988079071 0.699999988079071,-0.8999999761581421 0.8999999761581421,-0.8999999761581421 0.8999999761581421,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.8999999761581421 0.8999999761581421,0.6000000238418579 0.6000000238418579,-0.4000000059604645 0.4000000059604645,0.6000000238418579 0.6000000238418579,0.4000000059604645 0.4000000059604645,0.0 0.0,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,0.0 0.0,-0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.699999988079071 0.699999988079071,0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,
BKD,Brookdale Senior Living Inc.,0.30000001192092896 0.30000001192092896,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.4000000059604645 0.4000000059604645,0.4000000059604645 0.4000000059604645,0.800000011920929 0.800000011920929,0.6000000238418579 0.6000000238418579,0.0 0.0,0.699999988079071 0.699999988079071,-0.699999988079071 0.699999988079071,0.0 0.0,0.10000000149011612 0.10000000149011612,0.5 0.5,0.0 0.0,-0.4000000059604645 0.4000000059604645,-0.800000011920929 0.800000011920929,-0.20000000298023224 0.20000000298023224,-0.6000000238418579 0.6000000238418579,-0.20000000298023224 0.20000000298023224,-0.800000011920929 0.800000011920929,-0.800000011920929 0.800000011920929,-0.10000000149011612 0.10000000149011612,0.800000011920929 0.800000011920929,0.20000000298023224 0.20000000298023224,0.20000000298023224 0.20000000298023224,0.0 0.0,0.30000001192092896 0.30000001192092896,-0.6000000238418579 0.6000000238418579,-0.4000000059604645 0.4000000059604645,0.20000000298023224 0.20000000298023224,0.30000001192092896 0.30000001192092896,-0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.30000001192092896 0.30000001192092896,,
SYBT,"Stock Yards Bancorp, Inc.",0.10000000149011612 0.10000000149011612,-0.5 0.5,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.699999988079071 0.699999988079071,0.0 0.0,0.10000000149011612 0.10000000149011612,0.0 0.0,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.0 0.0,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612
TGC,Tengasco Inc.,-0.20000000298023224 0.20000000298023224,0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,0.6000000238418579 0.6000000238418579,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,-0.800000011920929 0.800000011920929,-0.5 0.5,-0.4000000059604645 0.4000000059604645,0.20000000298023224 0.20000000298023224,0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,-0.6000000238418579 0.6000000238418579,0.0 0.0,-0.800000011920929 0.800000011920929,0.0 0.0,0.10000000149011612 0.10000000149011612,0.5 0.5,0.20000000298023224 0.20000000298023224,0.0 0.0,0.10000000149011612 0.10000000149011612,0.699999988079071 0.699999988079071,0.0 0.0,0.0 0.0,0.20000000298023224 0.20000000298023224,-0.699999988079071 0.699999988079071,0.0 0.0,-0.6000000238418579 0.6000000238418579,0.0 0.0,0.10000000149011612 0.10000000149011612,0.6000000238418579 0.6000000238418579,-0.30000001192092896 0.30000001192092896,
MNKD,MannKind Corp.,-0.6000000238418579 0.6000000238418579,-0.5 0.5,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,0.20000000298023224 0.20000000298023224,-0.800000011920929 0.800000011920929,-0.6000000238418579 0.6000000238418579,-0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,-0.30000001192092896 0.30000001192092896,-0.699999988079071 0.699999988079071,-0.20000000298023224 0.20000000298023224,-0.6000000238418579 0.6000000238418579,0.0 0.0,-0.10000000149011612 0.10000000149011612,-0.5 0.5,0.20000000298023224 0.20000000298023224,-0.4000000059604645 0.4000000059604645,-0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,-0.30000001192092896 0.30000001192092896,-0.30000001192092896 0.30000001192092896,0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,0.0 0.0,0.20000000298023224 0.20000000298023224,
