GAS,AGL Resources Inc.,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.5 0.5,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,-0.30000001192092896 0.30000001192092896,0.6000000238418579 0.6000000238418579,-0.5 0.5,-0.30000001192092896 0.30000001192092896,0.5 0.5,0.10000000149011612 0.10000000149011612,0.0 0.0,0.0 0.0,0.5 0.5,-0.6000000238418579 0.6000000238418579,-0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,-0.6000000238418579 0.6000000238418579,-0.6000000238418579 0.6000000238418579,0.20000000298023224 0.20000000298023224,-0.5 0.5,0.699999988079071 0.699999988079071,0.0 0.0,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.0 0.0,0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,0.0 0.0,-0.5 0.5
DSCI,Derma Sciences Inc.,0.4000000059604645 0.4000000059604645,0.0 0.0,0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,0.30000001192092896 0.30000001192092896,0.6000000238418579 0.6000000238418579,0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.5 0.5,0.10000000149011612 0.10000000149011612,0.5 0.5,0.10000000149011612 0.10000000149011612,0.4000000059604645 0.4000000059604645,0.4000000059604645 0.4000000059604645,-0.699999988079071 0.699999988079071,0.0 0.0,0.10000000149011612 0.10000000149011612,0.0 0.0,-0.6000000238418579 0.6000000238418579,-0.6000000238418579 0.6000000238418579,0.699999988079071 0.699999988079071,-0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.6000000238418579 0.6000000238418579,0.5 0.5,-0.800000011920929 0.800000011920929,-0.4000000059604645 0.4000000059604645,-0.8999999761581421 0.8999999761581421,0.5 0.5,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,-0.5 0.5
FLO,"Flowers Foods, Inc.",0.0 0.0,0.5 0.5,0.0 0.0,-0.5 0.5,0.6000000238418579 0.6000000238418579,-0.30000001192092896 0.30000001192092896,0.5 0.5,0.20000000298023224 0.20000000298023224,0.800000011920929 0.800000011920929,-0.5 0.5,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,0.0 0.0,0.0 0.0,-0.8999999761581421 0.8999999761581421,-0.5 0.5,-0.8999999761581421 0.8999999761581421,0.4000000059604645 0.4000000059604645,0.20000000298023224 0.20000000298023224,0.30000001192092896 0.30000001192092896,0.800000011920929 0.800000011920929,0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,0.6000000238418579 0.6000000238418579,-0.20000000298023224 0.20000000298023224,0.30000001192092896 0.30000001192092896,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,-0.5 0.5,0.0 0.0,-0.6000000238418579 0.6000000238418579,0.6000000238418579 0.6000000238418579,-0.4000000059604645 0.4000000059604645,0.6000000238418579 0.6000000238418579,
PSMI,Peregrine Semiconductor Corporation,-0.800000011920929 0.800000011920929,0.699999988079071 0.699999988079071,-0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,-0.10000000149011612 0.10000000149011612,0.30000001192092896 0.30000001192092896,0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,-0.30000001192092896 0.30000001192092896,-0.20000000298023224 0.20000000298023224,0.0 0.0,0.699999988079071 0.699999988079071,0.6000000238418579 0.6000000238418579,0.0 0.0,0.0 0.0,0.0 0.0,0.0 0.0,-0.699999988079071 0.699999988079071,0.30000001192092896 0.30000001192092896,-0.30000001192092896 0.30000001192092896,0.699999988079071 0.699999988079071,-0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,-0.699999988079071 0.699999988079071,-0.30000001192092896 0.30000001192092896,-0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,
RDIB,"Reading International, Inc.",-0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,0.0 0.0,-0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.699999988079071 0.699999988079071,0.800000011920929 0.800000011920929,-0.10000000149011612 0.10000000149011612,-0.5 0.5,0.0 0.0,-0.6000000238418579 0.6000000238418579,0.20000000298023224 0.20000000298023224,0.5 0.5,0.10000000149011612 0.10000000149011612,0.30000001192092896 0.30000001192092896,0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.30000001192092896 0.30000001192092896,0.699999988079071 0.699999988079071,-0.20000000298023224 0.20000000298023224,0.0 0.0,-0.30000001192092896 0.30000001192092896,-0.20000000298023224 0.20000000298023224,0.30000001192092896 0.30000001192092896,-0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,-0.5 0.5,-0.800000011920929 0.800000011920929,-0.699999988079071 0.699999988079071,0.6000000238418579 0.6000000238418579,0.699999988079071 0.699999988079071,-0.30000001192092896 0.30000001192092896,-0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,
CTB,Cooper Tire & Rubber Co.,-0.30000001192092896 0.30000001192092896,-0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,0.0 0.0,-0.20000000298023224 0.20000000298023224,0.30000001192092896 0.30000001192092896,0.800000011920929 0.800000011920929,0.699999988079071 0.699999988079071,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,0.30000001192092896 0.30000001192092896,0.20000000298023224 0.20000000298023224,-0.5 0.5,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.0 0.0,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.30000001192092896 0.30000001192092896,-0.4000000059604645 0.4000000059604645,0.0 0.0,0.800000011920929 0.800000011920929,-0.800000011920929 0.800000011920929,0.20000000298023224 0.20000000298023224,0.20000000298023224 0.20000000298023224,-0.20000000298023224 0.20000000298023224,0.4000000059604645 0.4000000059604645,-0.5 0.5,0.30000001192092896 0.30000001192092896,-0.8999999761581421 0.8999999761581421,0.10000000149011612 0.10000000149011612,,,
CRMB,"Crumbs Bake Shop, Inc.",0.5 0.5,0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.5 0.5,0.10000000149011612 0.10000000149011612,0.0 0.0,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,0.20000000298023224 0.20000000298023224,0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,0.6000000238418579 0.6000000238418579,0.699999988079071 0.699999988079071,0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,0.8999999761581421 0.8999999761581421,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.4000000059604645 0.4000000059604645,0.30000001192092896 0.30000001192092896,0.5 0.5,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,
PERF,"Perfumania Holdings, Inc.",-0.699999988079071 0.699999988079071,-0.10000000149011612 0.10000000149011612,-0.30000001192092896 0.30000001192092896,-0.10000000149011612 0.10000000149011612,0.6000000238418579 0.6000000238418579,0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.5 0.5,-0.20000000298023224 0.20000000298023224,-0.8999999761581421 0.8999999761581421,-0.8999999761581421 0.8999999761581421,-0.4000000059604645 0.4000000059604645,0.0 0.0,-0.8999999761581421 0.8999999761581421,-0.8999999761581421 0.8999999761581421,-0.20000000298023224 0.20000000298023224,-0.5 0.5,-0.5 0.5,0.10000000149011612 0.10000000149011612,-0.5 0.5,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,-0.6000000238418579 0.6000000238418579,0.8999999761581421 0.8999999761581421,-0.8999999761581421 0.8999999761581421,-0.8999999761581421 0.8999999761581421,-0.6000000238418579 0.6000000238418579,-0.10000000149011612 0.10000000149011612,0.4000000059604645 0.4000000059604645,0.0 0.0,0.10000000149011612 0.10000000149011612,0.699999988079071 0.699999988079071,-0.5 0.5,
IM,Ingram Micro Inc.,0.5 0.5,-0.800000011920929 0.800000011920929,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,0.4000000059604645 0.4000000059604645,-0.10000000149011612 0.10000000149011612,-0.10000000149011612 0.10000000149011612,0.6000000238418579 0.6000000238418579,0.800000011920929 0.800000011920929,-0.10000000149011612 0.10000000149011612,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.0 0.0,-0.6000000238418579 0.6000000238418579,0.0 0.0,0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,0.0 0.0,0.4000000059604645 0.4000000059604645,-0.5 0.5,0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,0.800000011920929 0.800000011920929,-0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,0.5 0.5,0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,0.0 0.0,0.0 0.0,-0.20000000298023224 0.20000000298023224,0.4000000059604645 0.4000000059604645,,
PSB,PS Business Parks Inc.,-0.4000000059604645 0.4000000059604645,0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,0.0 0.0,0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.20000000298023224 0.20000000298023224,0.30000001192092896 0.30000001192092896,0.0 0.0,0.0 0.0,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,0.800000011920929 0.800000011920929,0.5 0.5,0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,0.800000011920929 0.800000011920929,-0.10000000149011612 0.10000000149011612,0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,-0.5 0.5,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,
MRC,MRC Global Inc.,-0.699999988079071 0.699999988079071,-0.10000000149011612 0.10000000149011612,-0.5 0.5,-0.20000000298023224 0.20000000298023224,-0.5 0.5,0.10000000149011612 0.10000000149011612,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.20000000298023224 0.20000000298023224,0.0 0.0,0.800000011920929 0.800000011920929,-0.8999999761581421 0.8999999761581421,0.0 0.0,0.8999999761581421 0.8999999761581421,-0.10000000149011612 0.10000000149011612,-0.8999999761581421 0.8999999761581421,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,0.0 0.0,-0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,0.699999988079071 0.699999988079071,-0.30000001192092896 0.30000001192092896,0.5 0.5,0.800000011920929 0.800000011920929,0.6000000238418579 0.6000000238418579,-0.20000000298023224 0.20000000298023224,-0.699999988079071 0.699999988079071,-0.20000000298023224 0.20000000298023224,-0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,0.0 0.0,0.8999999761581421 0.8999999761581421,0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612
GLP,Global Partners LP,-0.30000001192092896 0.30000001192092896,-0.5 0.5,0.30000001192092896 0.30000001192092896,-0.30000001192092896 0.30000001192092896,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,-0.699999988079071 0.699999988079071,0.0 0.0,-0.5 0.5,0.30000001192092896 0.30000001192092896,-0.20000000298023224 0.20000000298023224,0.0 0.0,0.10000000149011612 0.10000000149011612,0.0 0.0,-0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,-0.8999999761581421 0.8999999761581421,-0.5 0.5,0.6000000238418579 0.6000000238418579,0.0 0.0,-0.5 0.5,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,-0.8999999761581421 0.8999999761581421,-0.5 0.5,0.0 0.0,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,0.30000001192092896 0.30000001192092896,-0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,
PFSW,PFSweb Inc.,-0.20000000298023224 0.20000000298023224,0.699999988079071 0.699999988079071,-0.20000000298023224 0.20000000298023224,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,0.6000000238418579 0.6000000238418579,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,-0.800000011920929 0.800000011920929,-0.5 0.5,-0.4000000059604645 0.4000000059604645,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.5 0.5,-0.6000000238418579 0.6000000238418579,-0.6000000238418579 0.6000000238418579,0.0 0.0,-0.800000011920929 0.800000011920929,0.0 0.0,0.30000001192092896 0.30000001192092896,0.5 0.5,0.20000000298023224 0.20000000298023224,0.0 0.0,0.10000000149011612 0.10000000149011612,0.699999988079071 0.699999988079071,0.0 0.0,0.0 0.0,0.20000000298023224 0.20000000298023224,-0.699999988079071 0.699999988079071,0.0 0.0,-0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,0.6000000238418579 0.6000000238418579,-0.30000001192092896 0.30000001192092896,
INN,"Summit Hotel Properties, Inc.",-0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.5 0.5,-0.30000001192092896 0.30000001192092896,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,0.30000001192092896 0.30000001192092896,-0.8999999761581421 0.8999999761581421,0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.699999988079071 0.699999988079071,0.30000001192092896 0.30000001192092896,0.8999999761581421 0.8999999761581421,-0.4000000059604645 0.4000000059604645,-0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,-0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.6000000238418579 0.6000000238418579,0.699999988079071 0.699999988079071,0.699999988079071 0.699999988079071,-0.10000000149011612 0.10000000149011612,0.0 0.0,0.10000000149011612 0.10000000149011612,0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,0.0 0.0,0.10000000149011612 0.10000000149011612,0.20000000298023224 0.20000000298023224,0.5 0.5,0.0 0.0,0.5 0.5,,
